created,source,type,class,spec,fightStyle,fightLength,enemyCount,dps,simcHash,itemLevel,talents,soulbind,id
2021-04-13,optimize,optimize,warlock,demonology,Patchwerk,300,1,6035,035741cd9a,224,1113213,"niya:1,322721/204:6/342270/171:7/320668/162:7/205:7/320660",de9bbe07856e05ff56a1eaa1804209227b9ee1f1ff07d91ad6258ef8a800b56c
2021-04-08,optimize,optimize,warlock,demonology,Patchwerk,300,1,6035,e35a42ae2d,228,3123232,"dreamweaver:2,319217/144:7/204:6/319211/206:7/160:7/319216/319191",ea10281d2bcfa45b437079e480421c379bb457bce5b3d53bb1a524d31d216003
2021-04-17,optimize,optimize,warlock,demonology,Patchwerk,300,1,6038,9a3222cc2f,227,3123212,"dreamweaver:2,319217/144:7/204:6/319211/206:7/160:7/319216/319191",ea26370f75a532c06f87025b6de2c1da580f9595003ac22b659625b57abe821e
2021-04-13,optimize,optimize,warlock,demonology,Patchwerk,300,1,6034,035741cd9a,224,1113213,"niya:1,322721/204:6/342270/171:7/320668/162:7/205:7/320660",a3c35a7c7727c3a549c0f81c5c7d01a456a9f85eac568b0694729fd44125951e
2021-04-14,optimize,optimize,warlock,demonology,Patchwerk,300,1,6044,035741cd9a,228,3123232,"dreamweaver:2,319217/144:7/204:6/319211/206:7/160:7/319216/319191",24f34fe435feada1d16b5b1f8319eec805fde063bd9ee67d6cb9d179787e10bf
2021-04-17,optimize,optimize,warlock,demonology,Patchwerk,300,1,6045,9a3222cc2f,228,3123212,"dreamweaver:2,319217/144:7/204:6/319211/206:7/160:7/319216/319191",3cef6d89b55a1713fd5b4623204cd56c4febed3f705f6210eaa93e99998714f9
2021-03-21,input,quick,warlock,demonology,Patchwerk,300,1,6034,321cf96cb6,232,3123232,"emeni:5,342156/204:5/323921/144:5/324441/222:5/206:5/323918",d9ac972736c53c424963fdca9c56b2823b50fda28efe803d922d457d319d2a98
2021-04-17,optimize,optimize,warlock,demonology,Patchwerk,300,1,6043,9a3222cc2f,228,3123212,"dreamweaver:2,319217/144:7/204:6/319211/206:7/160:7/319216/319191",01d23359087d768ba6e1641b10b62d476e1f378dc67e61b3e68d23d9e548ca9a
2021-04-06,armory,quick,warlock,demonology,Patchwerk,300,1,6046,4f8dc8a233,226,3113332,"niya:1,322721/204:7/342270/171:7/320687/222:6/207:6/320660",ebcbca47d9e25fa530272430fbe779a3d8896b85aeed20cb0696f3c6cbe71b9c
2021-04-13,optimize,optimize,warlock,demonology,Patchwerk,300,1,6047,035741cd9a,224,1123213,"bonesmith_heirmir:10,326514/204:7/326507/144:7/326513/222:7/205:7/326511",3350d22ef3450f5b5f5d5509cd024c6e00390d4465a0bb40691ddba95f9ee06a
2021-04-17,optimize,optimize,warlock,affliction,Patchwerk,300,1,6982,9a3222cc2f,229,3322223,"niya:1,322721/202:10/342270/171:10/320668/222:10/203:10/320660",13ceaf7b9e7208ca78d678e5fcc20f26fc993b0175ceda82a0259e201244e45a
2021-04-17,optimize,optimize,warlock,affliction,Patchwerk,300,1,6939,9a3222cc2f,229,3322223,"niya:1,322721/202:9/342270/171:9/320668/222:9/203:9/320660",68e783a350b150ff60a68bfd55ed534e230dae109b3c449c058f0c2b142419a5
2021-04-17,optimize,optimize,warlock,affliction,Patchwerk,300,1,6898,9a3222cc2f,229,3322223,"niya:1,322721/202:8/342270/171:8/320668/222:8/203:8/320660",bc942fa137e9a3ef79fa80300720f82954288f882554bf5234e23857d21765e1
2021-03-25,optimize,optimize,warlock,affliction,Patchwerk,300,1,6928,fd537dc06a,228,3322223,"niya:1,322721/202:15/342270/171:15/320687/160:15/203:15/320660",fa0249adbbadc0623239680b0f0f2a8425cf076e0ca4af12267f67198c3a3ad5
2021-04-17,optimize,optimize,warlock,affliction,Patchwerk,300,1,7024,9a3222cc2f,229,3322223,"niya:1,322721/202:11/342270/171:11/320668/162:11/203:11/320660",03813561bd277589fee76a42dcfdba529650b29d5efd3b24c5d3d1f1a2406459
2021-03-25,optimize,optimize,warlock,affliction,Patchwerk,300,1,6923,fd537dc06a,228,3322223,"niya:1,322721/202:15/342270/171:15/320687/160:15/203:15/320660",4faace47d8527900acca3933b35f15a976b89a96867c5367d7b2fc2ad8fe462c
2021-04-20,optimize,optimize,warlock,demonology,Patchwerk,300,1,6048,e953155fc3,225,3123232,"bonesmith_heirmir:10,326514/204:7/326507/144:7/326513/222:7/206:7/326511",ee08719b269e9b2cb4f7c16cb78fecbf3fabc4ba812e03b31233a2d52f938c73
2021-04-03,optimize,optimize,warlock,demonology,Patchwerk,300,1,6046,06a3c62c7f,229,1123232,"dreamweaver:2,319217/222:7/204:5/319211/206:7/160:7/319216/319191",87da12bf7bda4981674b040d32a8e0af41810796c6a2a1dde4c4fcf8becf00eb
2021-04-08,optimize,optimize,warlock,demonology,Patchwerk,300,1,6054,e35a42ae2d,228,3123232,"dreamweaver:2,319217/144:7/204:7/319211/206:7/222:7/319216/319191",604bf9e7f1b17244eefa8db14780e03769c83feca46e59f380bcc8f0e671f515
2021-04-12,optimize,optimize,warlock,demonology,Patchwerk,300,1,6055,035741cd9a,229,3113232,"dreamweaver:2,319217/144:7/204:7/319211/207:7/160:7/319216/319191",1cb80aec50b5bfc9440b07b76e338841ce440f24c47caec50fe7b6c1bbd2962a
2021-04-14,optimize,optimize,warlock,demonology,Patchwerk,300,1,6048,035741cd9a,228,3123232,"dreamweaver:2,319217/144:7/204:6/319211/206:7/160:7/319216/319191",1a9fc96538c2cd77d53cb73ddb93f69013c0f573c943d4c2cfbb8473a6c6f6b3
2021-03-26,optimize,optimize,warlock,affliction,Patchwerk,300,1,6910,83bc88ded3,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/320659",b77eb382acafccdb64ce453d69e4e6ff168007dbbcff83f253c485313824d593
2021-04-21,optimize,optimize,warlock,demonology,Patchwerk,300,1,6057,e953155fc3,225,1113212,"niya:1,322721/204:7/342270/144:7/320687/222:6/205:7/320660",67c0eedf89d1b7f84a32c36ecd61199ba7dd5d5997fffbcb62c163cab5b58371
2021-04-02,optimize,optimize,warlock,affliction,Patchwerk,300,1,6920,06a3c62c7f,226,3322223,"niya:1,322721/202:15/342270/171:15/320668/222:15/203:15/320660",9fb1fc703d6691447f6023d84372a850e4984c7813f1a44f224c811ff0d70539
2021-04-08,optimize,optimize,warlock,demonology,Patchwerk,300,1,6057,e35a42ae2d,228,3123232,"dreamweaver:2,319217/144:7/204:7/319211/206:7/222:7/319216/319191",ad1728f971a6f0b1b9568510db27434ec78cadc90e3d16cf7fc522474e5d1606
2021-04-08,optimize,optimize,warlock,demonology,Patchwerk,300,1,6058,e35a42ae2d,228,3123232,"dreamweaver:2,319217/144:7/204:7/319211/206:7/222:7/319216/319191",d54c53fa3575957f80343709f4bdc309ce986a8f70e03aba88be4955444e0daa
2021-04-14,optimize,optimize,warlock,affliction,Patchwerk,300,1,6834,035741cd9a,229,3322223,"niya:1,322721/202:7/342270/171:7/320687/222:7/203:7/320660",ba1dce20cf4dd735f5ed93d4f3688cec1e796300d97adf5beaf34081b529457d
2021-04-18,optimize,optimize,warlock,affliction,Patchwerk,300,1,7048,94514eb21a,229,3322223,"niya:1,322721/202:11/342270/171:11/320668/222:11/203:11/320660",9ae3d11e1767c9fbea3bca7e7a2f86969a218ec1c487b3e98a0601f61c7cd511
2021-04-08,optimize,optimize,warlock,demonology,Patchwerk,300,1,6058,e35a42ae2d,228,3123232,"dreamweaver:2,319217/144:7/204:7/319211/206:7/222:7/319216/319191",fe4c319fa5edf8156263e8bf20313c2467a70842b8b5752c4b8caaa72900da69
2021-03-26,optimize,optimize,warlock,affliction,Patchwerk,300,1,6913,83bc88ded3,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/320659",673288129ce08f6d059a4f97cc6b7d5ada72a80e0d6ccf87b386ed2de7f9fd5c
2021-04-08,optimize,optimize,warlock,demonology,Patchwerk,300,1,6060,e35a42ae2d,228,3123232,"dreamweaver:2,319217/144:7/204:7/319211/206:7/222:7/319216/319191",44eddfdc880e0cffd806cfbda74a6d757516d02a5b3d44f82a9ab711cc82dae1
2021-04-13,optimize,optimize,warlock,affliction,Patchwerk,300,1,6836,035741cd9a,228,3322223,"niya:1,322721/202:7/342270/144:7/320668/222:7/203:5/320660",58fc289fd9d7413ba082e3b0328a98966dfff143b23c1eea6cca38fb0795eace
2021-04-23,optimize,optimize,warlock,demonology,Patchwerk,300,1,6066,e953155fc3,227,3113232,"bonesmith_heirmir:10,326514/204:7/326507/171:7/326513/160:7/206:7/326511",c61251058d265f1c482cc0bb43d107af387511a6371764bd5a1473e7de477ee0
2021-04-14,optimize,optimize,warlock,demonology,Patchwerk,300,1,6073,035741cd9a,228,3123212,"dreamweaver:2,319217/144:7/204:6/319211/206:7/160:7/319216/319191",f36775defd46adb11c5091506312a2a0722cab360afe478f438ebae923b6f00a
2021-03-31,optimize,optimize,warlock,affliction,Patchwerk,300,1,6836,028904a538,229,3322223,"niya:1,322721/202:7/342270/171:7/320687/222:7/203:7/320660",e525db2628dc2ca68b2ddac8df3a711cd6557c5d40e6746c1f57c7a73cbd9174
2021-04-08,optimize,optimize,warlock,affliction,Patchwerk,300,1,6836,30211fb433,229,3322223,"niya:1,322721/202:7/342270/171:7/320687/222:7/203:7/320660",cf518f55fc58cb163ffdbe36adef174617b9897e6e5dc255934cb6cd9c5b4453
2021-04-08,optimize,optimize,warlock,affliction,Patchwerk,300,1,6836,e35a42ae2d,229,3322223,"niya:1,322721/202:7/342270/171:7/320687/222:7/203:7/320660",00ef783e5e4823c731affb0b0135828aca4d88515db351a47fec32b4ba65c3d3
2021-04-22,optimize,optimize,warlock,demonology,Patchwerk,300,1,6076,e953155fc3,228,3123232,"niya:1,322721/204:7/342270/171:7/320687/222:7/206:7/320660",43c06826fbf01f13a00b30b6edf41a9867edd3863f39338c95e288c19d1ee635
2021-04-14,optimize,optimize,warlock,demonology,Patchwerk,300,1,6074,035741cd9a,228,3123212,"dreamweaver:2,319217/144:7/204:6/319211/206:7/160:7/319216/319191",017c0539753eef77d8603f472f119760a7a800083d20cd5e7a1c2d663b50f47f
2021-04-07,optimize,optimize,warlock,affliction,Patchwerk,300,1,6835,30211fb433,228,3322323,"niya:1,322721/202:7/342270/171:7/320687/222:7/203:5/320660",fc806a81b8a059b749e07146301f5106c8411f050799558b22850438dad1644e
2021-04-23,optimize,optimize,warlock,demonology,Patchwerk,300,1,6066,e953155fc3,225,1113212,"niya:1,322721/204:7/342270/144:7/320687/222:6/205:7/320660",ee07a62622d212b8135255bf3d7fcac7d509f646c5e5428593a21e0a930a2fbb
2021-04-14,optimize,optimize,warlock,affliction,Patchwerk,300,1,6837,035741cd9a,229,3322223,"niya:1,322721/202:7/342270/171:7/320687/222:7/203:7/320660",35376c3da0cec9ed0f8b470d3ca640f1f840bccc8d2171e9a2c0a71827ecdb35
2021-04-22,input,quick,warlock,demonology,Patchwerk,300,1,6079,b0bc2ffcff,228,3123212,"dreamweaver:2,319217/144:7/204:6/319211/206:7/160:7/319216/319191",fa7c5f4902c29cd94ff60bb96b47c522267b8a65853df9953d9a75fc055a2a3b
2021-04-21,optimize,optimize,warlock,demonology,Patchwerk,300,1,6080,4d77f16e5e,228,3123212,"dreamweaver:2,319217/144:7/204:6/319211/206:7/160:7/319216/319191",946e1b91c41f8f41556cd2cd6758463aded586b9463aaabec03ab4a517a734ae
2021-03-31,optimize,optimize,warlock,demonology,Patchwerk,300,1,6061,06a3c62c7f,228,3123232,"niya:1,322721/204:5/342270/171:5/320687/222:5/160:5/320659",853fe6586a849f943ca5fdd86e85bb6c83693a5529524f7a7c1c6ea831c8cb61
2021-04-03,optimize,optimize,warlock,affliction,Patchwerk,300,1,6838,97a853ddf8,228,3322223,"niya:1,322721/202:7/342270/171:7/320687/222:7/203:7/320660",c3e1f2565e0d9f9571b8bbe3d2fde52930f808f52f770522e42667d27393b91d
2021-03-26,optimize,optimize,warlock,demonology,Patchwerk,300,1,6088,83bc88ded3,229,3123132,"emeni:5,342156/204:7/323921/171:7/324440/222:7/206:6/323918",18dfcb5a490c0af843fbd26b18f5ebcc9e6a849f74750dd3560aaa97d0677672
2021-04-14,optimize,optimize,warlock,demonology,Patchwerk,300,1,6092,035741cd9a,228,3123212,"dreamweaver:2,319217/144:7/204:7/319211/206:7/160:7/319216/319191",294e1f7cc4ee4f4ac8f1f71d06290b462d4ac31178028029f22e58028f4d4100
2021-04-12,optimize,optimize,warlock,affliction,Patchwerk,300,1,6837,035741cd9a,229,3322223,"niya:1,322721/202:6/342270/171:7/320668/222:7/203:6/320660",c7e6b609893bc8aee00d38c9f7e79a52e8d17cfd08276fb952fb6adddb1db206
2021-04-07,optimize,optimize,warlock,affliction,Patchwerk,300,1,6837,30211fb433,229,3322223,"niya:1,322721/202:6/342270/171:7/320668/222:7/203:6/320660",615f0c8f8064b6c6a4666c029cc9072641808d02b7165fdf6763a773eaca1abc
2021-04-14,optimize,optimize,warlock,demonology,Patchwerk,300,1,6067,035741cd9a,228,3123232,"dreamweaver:2,319217/144:7/204:7/319211/206:7/160:7/319216/319191",68b15fab80245121f9ee95cf992d8af195db1c1b563ce206685a8510738fad33
2021-04-20,optimize,optimize,warlock,demonology,Patchwerk,300,1,6093,e953155fc3,225,1123232,"bonesmith_heirmir:10,326514/204:7/326507/144:7/326513/222:7/205:7/326511",e490879b534748386ea69ab67601cd187b0a071eea2ceb32106be566a51d8d0e
2021-04-21,input,quick,warlock,affliction,Patchwerk,300,1,6838,4d77f16e5e,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:6/320660",9ff97919f199e780f92fe8f1a587b6bcc1e05e986558210ac398809f805438eb
2021-04-20,optimize,optimize,warlock,demonology,Patchwerk,300,1,6093,e953155fc3,225,1123232,"bonesmith_heirmir:10,326514/204:7/326507/144:7/326513/222:7/205:7/326511",f2818acb6100015f5064aa2f8b3dab773b4cc0e0914784a116ab4039bba76ddd
2021-03-24,input,quick,warlock,demonology,Patchwerk,300,1,6104,e6856b149d,228,3121211,"emeni:5,342156/204:5/323921/144:5/324441/222:5/206:5/323918",7431fa125078a7ce63efa729663584cc298370a7bc2ba433bc90e761dd8d11e0
2021-03-31,armory,quick,warlock,affliction,Patchwerk,300,1,6838,06a3c62c7f,228,3322223,"niya:1,322721/202:7/342270/171:7/320687/222:7/203:7/320660",3dbd5e78c5ebabbdeca73ddacf85f13ea2bc0ad2c2ab37c7371e17e9851beb85
2021-04-20,input,quick,warlock,affliction,Patchwerk,300,1,6838,e953155fc3,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:6/320660",8980ac284afe32ef95589c3ace821e35a0cfb89da7bbc6e89a16bc9137b139a1
2021-04-08,optimize,optimize,warlock,demonology,Patchwerk,300,1,6090,4f8dc8a233,228,3123232,"niya:1,322721/204:7/342270/171:7/320687/160:7/207:7/320660",29b00fd9327d692055d478d398250c333ed93b4c22d4b8c7703da7fdc12b70dd
2021-03-25,optimize,optimize,warlock,affliction,Patchwerk,300,1,6838,fd537dc06a,229,3322223,"niya:1,322721/202:6/342270/171:7/320668/222:7/203:6/320660",3f8f09ddf1c22e6aac9a9abab2875aff81686a99c2f1f09f22e289f7c8e08123
2021-04-22,optimize,optimize,warlock,affliction,Patchwerk,300,1,6838,b0bc2ffcff,229,3312323,"niya:1,322721/202:7/342270/144:7/320687/162:7/203:7/320660",dac5c8375c72fcb6a32388d04f142c89b135b0c9bd9cbd68e0a1be0e8eb1f339
2021-04-20,optimize,optimize,warlock,demonology,Patchwerk,300,1,6097,e953155fc3,225,3123232,"bonesmith_heirmir:10,326514/204:7/326507/144:7/326513/222:7/206:7/326511",64a8410746ebf15e057363da1f263641b2f508b62ee1a7dca5a32760c52f2d4f
2021-04-01,optimize,optimize,warlock,affliction,Patchwerk,300,1,6838,dad0866089,229,3322223,"niya:1,322721/202:7/342270/171:7/320687/222:7/203:7/320660",00c758a9c366053b2ab057b28d1cc4436093d925c99b3dc4c29c50bb50c36de7
2021-04-20,optimize,optimize,warlock,demonology,Patchwerk,300,1,6101,e953155fc3,225,3123232,"bonesmith_heirmir:10,326514/204:7/326507/144:7/326513/222:7/206:7/326511",0e44fd386fec61c2ba28b47dcb7cc85ef9c6c0cefef4837086d01d71ee8264c2
2021-04-08,optimize,optimize,warlock,affliction,Patchwerk,300,1,6838,e35a42ae2d,229,3322223,"niya:1,322721/202:7/342270/171:7/320687/222:7/203:7/320660",d33ea29c1add7696535895d1b74aaa52b76d4f3887b934d65e58e322cb00cbff
2021-04-08,optimize,optimize,warlock,demonology,Patchwerk,300,1,6095,4f8dc8a233,228,3123232,"niya:1,322721/204:7/342270/171:7/320687/160:7/207:7/320660",387a05f0c39b9d5b5f0953015b43d250bb1a64642ab902a9e232e9ec880c1cce
2021-03-25,optimize,optimize,warlock,affliction,Patchwerk,300,1,6838,fd537dc06a,229,3322223,"niya:1,322721/202:6/342270/171:7/320668/222:7/203:6/320660",0f5dc93f94ef0e427c1363b6dff2cb92b7abbb58b763a55da513ff711dc2fbb9
2021-03-25,input,quick,warlock,demonology,Patchwerk,300,1,6106,e6856b149d,228,3121211,"emeni:5,342156/204:5/323921/144:5/324441/222:5/206:5/323918",5c26e83bf8bd92102321e7f9244f14031474c8e677856af7716822f9f0165c74
2021-04-04,optimize,optimize,warlock,demonology,Patchwerk,300,1,6106,97a853ddf8,229,3123132,"niya:1,322721/204:7/342270/171:7/320687/222:7/206:6/320660",bd6edfac9d426f6904eb740759f25d01b7e807fb472c839c440132ae1006ca48
2021-04-20,input,quick,warlock,affliction,Patchwerk,300,1,6839,e953155fc3,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:6/320660",88861a799a74c572c1cc42071cbd8609f1d9cd2b7861ad37caa38a447ca189dd
2021-04-19,input,quick,warlock,affliction,Patchwerk,300,1,6841,0077cebfab,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:6/320660",e4e393a6b26e736a384b37ed2313750c0e04d295d83c00b82e91aa56a06a00ca
2021-04-14,optimize,optimize,warlock,affliction,Patchwerk,300,1,6839,035741cd9a,229,3322223,"niya:1,322721/202:6/342270/171:7/320668/222:7/203:6/320660",6d2fba8ec08511064a015c83c434af84668a509d4208a4a815de83cc68f7cfec
2021-03-23,optimize,optimize,warlock,demonology,Patchwerk,300,1,6108,dcccdb1727,229,3113232,"niya:1,322721/204:6/342270/144:7/320687/320659",b00ed49ceaba19265ed98f53ff0b3257c7a166d254959793d20cefe48695c308
2021-04-20,input,quick,warlock,affliction,Patchwerk,300,1,6839,e953155fc3,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:6/320660",22e4f99930347e0fa1c9116270ef9859806d73415e76bbfb269b70172be7cf09
2021-04-08,optimize,optimize,warlock,demonology,Patchwerk,300,1,6109,4f8dc8a233,228,3123232,"niya:1,322721/204:7/342270/171:7/320687/160:7/207:7/320660",f0de1a3f743a28ff7b889bd9c01bacee094d27caaed46243b7f93a0d249138b9
2021-04-08,optimize,optimize,warlock,demonology,Patchwerk,300,1,6110,4f8dc8a233,228,3123232,"niya:1,322721/204:7/342270/171:7/320687/160:7/207:7/320660",9730d69297983b3dbe1e44a4657688e086f6387477be58d67bd97edb0a5c1dac
2021-04-20,input,quick,warlock,affliction,Patchwerk,300,1,6840,e953155fc3,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:6/320660",26bc20dd00b016617e93483fd800411e7d4202f95d643437ba3e6254aee7513d
2021-04-20,input,quick,warlock,affliction,Patchwerk,300,1,6841,e953155fc3,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:6/320660",f9729bc7e6c4efac657127f75a04648cb6e4a5a90211d365cda9b970d58b6c12
2021-03-31,optimize,optimize,warlock,demonology,Patchwerk,300,1,6112,06a3c62c7f,227,3123232,"niya:1,322721/204:6/342270/171:7/320687/160:7/222:7/320659",7e0fa7b8c8864cbc77dcc6bfb7a1bff28955a663cec216491728d958509b17fd
2021-04-20,input,quick,warlock,affliction,Patchwerk,300,1,6843,e953155fc3,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:6/320660",111f4d92f6605028c62b74a593e57aa6f7ea16fe4b6fac1ac6fb4139e076ff61
2021-03-25,optimize,optimize,warlock,affliction,Patchwerk,300,1,6839,fd537dc06a,229,3322223,"niya:1,322721/202:6/342270/171:7/320668/222:7/203:6/320660",fdf50ef70bcc7d7da3f2ed81e7afce99ddc5ed1e90261317a7752ec16deca6f2
2021-03-25,optimize,optimize,warlock,affliction,Patchwerk,300,1,6840,fd537dc06a,229,3322223,"niya:1,322721/202:6/342270/171:7/320668/222:7/203:6/320660",6b344a0d11a6a93e551f5515a4b4bfe5086b1bce170edb63413c18cdd2e8f19a
2021-03-25,optimize,optimize,warlock,affliction,Patchwerk,300,1,6840,fd537dc06a,229,3322223,"niya:1,322721/202:6/342270/171:7/320668/222:7/203:6/320660",88d13106b777e2cb2cd218ca018d30eb1633dad826ddc5c6f32593332f093793
2021-04-21,optimize,optimize,warlock,affliction,Patchwerk,300,1,6842,4d77f16e5e,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:6/320660",79cbc71933e8398224f868e1a42cf21873e9db6307ef15871a88f59158fc31d7
2021-04-17,optimize,optimize,warlock,affliction,Patchwerk,300,1,6856,9a3222cc2f,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:7/320660",e84514fcacc1826e67c0db08df499a629a8bd327f416de1d464f55f68ae7aa0e
2021-04-17,optimize,optimize,warlock,affliction,Patchwerk,300,1,6857,9a3222cc2f,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/162:7/203:7/320660",4a8132c9184255b973a25007dd24a47659fb8c7c5343deb035a6c0316ecf365c
2021-04-14,optimize,optimize,warlock,affliction,Patchwerk,300,1,6849,035741cd9a,228,3322223,"niya:1,322721/202:7/342270/171:7/320687/222:7/203:7/320660",3b5c3c1a114949bb19062c326840870a0e99e50155ea933947f341ec7edc81a3
2021-04-21,optimize,optimize,warlock,affliction,Patchwerk,300,1,6842,4d77f16e5e,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:6/320660",28c9aed9f3885b9ec235121d6c041eec23d6af867a7c2d70de569796fa54fd3a
2021-04-17,optimize,optimize,warlock,affliction,Patchwerk,300,1,6845,9a3222cc2f,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:6/320660",5d97ee918c2f5590672cf0142295ab923d5f13e65908acef6ceb8b89219c805a
2021-04-03,optimize,optimize,warlock,affliction,Patchwerk,300,1,6853,97a853ddf8,229,3322223,"niya:1,322721/203:7/342270/171:7/320687/222:7/202:7/320660",ad06f698cdb2e23973496d0220951501f60e2442ae5acb8a491d10f66874f7ee
2021-04-15,optimize,optimize,warlock,affliction,Patchwerk,300,1,6846,035741cd9a,229,3322223,"niya:1,322721/202:7/342270/171:7/320687/160:7/203:7/320660",b24d4b2eac6dfe4c63db4424de16870f394471a2d2d6bd8ac19f80229d428af3
2021-04-21,optimize,optimize,warlock,affliction,Patchwerk,300,1,6844,4d77f16e5e,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:6/320660",7f272cdfd0e3375fdde525390f0ea1958a6cffb8b0c14aa3977ab02e018600ad
2021-04-21,optimize,optimize,warlock,affliction,Patchwerk,300,1,6858,4d77f16e5e,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:7/320660",edbaa119068e658fe42ba582973c2713d035fa041a6c13b23bacbe2aa7a0798c
2021-04-15,optimize,optimize,warlock,affliction,Patchwerk,300,1,6858,035741cd9a,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:7/320660",939e549823e902c650ce7ed465c25234465ac1e315888787b520903e74881289
2021-04-09,optimize,optimize,warlock,affliction,Patchwerk,300,1,6850,4f8dc8a233,228,3322223,"niya:1,322721/202:7/342270/171:7/320687/222:7/203:7/320660",261449ee34867464896e0d370c02a3abc96fbd38c65ae71f496372c8d3a5f5a8
2021-03-26,optimize,optimize,warlock,affliction,Patchwerk,300,1,6865,83bc88ded3,229,3322223,"niya:1,322721/202:7/342270/144:7/320687/160:7/203:7/320660",72b839be9c0c89c4e5dd63ccb223bc10f21a6ef1bbffb23e19f2e4dd0756f3f2
2021-04-06,optimize,optimize,warlock,affliction,Patchwerk,300,1,6868,06a3c62c7f,229,3322223,"niya:1,322721/202:7/342270/144:7/320687/160:7/203:7/320660",aa8b8387731306acd70d594a6f8d019f2fb46bba22e546027e44b36458115171
2021-04-15,optimize,optimize,warlock,affliction,Patchwerk,300,1,6861,035741cd9a,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:7/320660",38117317b58c9d1190fdf50ff9a66346ea1c74aa2972ae525955c51582ace557
2021-04-15,input,quick,warlock,affliction,Patchwerk,300,1,6860,035741cd9a,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:7/320660",d955963eba23a95f8a22012ce684cdc8da872ae21d78d378833f0c7df0e1a4df
2021-04-15,optimize,optimize,warlock,affliction,Patchwerk,300,1,6861,035741cd9a,229,3322223,"niya:1,322721/202:7/342270/171:7/320687/160:7/203:7/320660",d600af8d9e499e3c489f3657d8b7f2836f9c85db7ee97c20974d97a0b00c0cb7
2021-04-18,optimize,optimize,warlock,affliction,Patchwerk,300,1,6863,94514eb21a,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:6/320660",9645d98c42ba923f38049c02c6c3bd1ef31c7a22be98c516d9e8882cd3729feb
2021-04-06,optimize,optimize,warlock,affliction,Patchwerk,300,1,6869,4f8dc8a233,229,3322223,"niya:1,322721/202:7/342270/144:7/320687/160:7/203:7/320660",9af8b49bf23bb15055e1c412d64a56f344a4d3bc544742f252d2dafdcad99c90
2021-04-17,input,quick,warlock,affliction,Patchwerk,300,1,6865,9a3222cc2f,229,3322223,"niya:1,322721/202:11/342270/171:11/320668/162:11/220:11/320660",1930cd9d2c09937ad033444b851468664ed5ab2d3092ed950cc50b87ea66da69
2021-04-21,optimize,optimize,warlock,affliction,Patchwerk,300,1,6865,4d77f16e5e,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:6/320660",428a80c9c635706b8530aae2f1adf633b5c457013cc3baea30a0cffd78e0fb75
2021-04-15,optimize,optimize,warlock,affliction,Patchwerk,300,1,6872,035741cd9a,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:7/320660",21f276eba98f98b7b529f75ec3f05680e4cd38c3c8c359213ce4e92e1dd9147a
2021-04-15,optimize,optimize,warlock,affliction,Patchwerk,300,1,6871,035741cd9a,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:7/320660",7b3d52264383f08810ad2e8a88cd8f1bfa4dbfff05a699c253d34206e96a01bc
2021-04-20,input,quick,warlock,affliction,Patchwerk,300,1,6869,e953155fc3,229,3322223,"niya:1,322721/202:7/342270/171:7/320668/222:7/203:7/320660",8f44ce23534d008bb78737946d4d3be217815692c9f55997457248863c7ee0fe
2021-03-30,optimize,optimize,warlock,affliction,Patchwerk,300,1,6868,06a3c62c7f,229,3322223,"niya:1,322721/202:7/342270/144:7/320687/160:7/203:7/320660",13e9027dadddd840c0b82a0a6e5101cfe591ce7ab6e3f798eaeab8cdff46c4c6
2021-04-23,input,quick,warlock,demonology,Patchwerk,300,1,6027,e953155fc3,228,3123232,"niya:1,322721/204:6/342270/171:7/320687/160:7/206:7/320660",e6e456c98bb9da9170076870075a64d5f399b87ad546e4e9da98f245b3ff4874
